Municipio;Nombre;Comentario;Referencia
tres cantos;Exe Tres Cantos;Al lado de la estación, buses y taxis, perfectamente comunicado. Todo muy correcto tanto el trato del personal como las instalaciones. Desayuno completo con gran variedad de productos. El último día las máquinas de café del buffet no funcionaban, pero rápidamente preguntaron a los clientes que queríamos y nos lo trajeron.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or5-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hotel muy recomendable por su ubicación al lado de la estación de tren. Habitación muy limpia y correcta. Buen desayuno con lo básico. Fuimos con mi pareja y nos atendieron a la perfección. Tuvimos un pequeño problema con la luz y a los cinco minutos de notificarlo lo solucionaron. Nada alarmante. Repetiría.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or5-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Lo necesario para descansar, limpio y práctico junto a la estación del tren y pegado a un supermercado. Ideal para estar a mediahora del centro de Madrid, en viajes de negocios o turismo. El único problema es que el último cercanías es a las 23 así que no se puede trasnochar en la ciudad. Desayuno correcto;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or5-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;El hotel está situado en las inmediaciones de la estación del ferrocarril y cerca del centro de la localidad. La habitación amplia y cómoda. La cama también. El desayuno correcto. El trato también correcto.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or10-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hote recomendable por su ubicación ( al lado de la estación). Habitaciones renovadas y muy limpio. Existe un aparcamiento gratuito justo al lado del hotel, por lo que no es necesesario pagar el parking. Personal amable. El desayuno con lo esencial y con producto de calidad.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or10-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;"Buen hotel, con una situación privilegiada justo a la salida de La estación de Cercanías ""Tres Cantos"" La disposición de los ascensores y pasillos un poco complicados pero con la práctica sin problema. Habitación grande y limpia, desayuno simplemente correcto.";https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or10-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Fuimos 4 parejas con niños. El hotel es fácil de encontrar, aparcamiento gratuito, habitaciones nuevas, y el trato fue muy amable. Está a 1 minuto andando de la estación de tren que te deja en la Pza del Sol de Madrid en 28 minutos. El desayuno fue estupendo, leímos quejas de que en fin de semana era malo, pero nada más lejos de la realidad. Estaba todo perfecto, no tengo ninguna pega que poner. Si volvemos a Madrid, esta es una gran opción pues estás en menos de 30 min en el centro, pero sin el ruido de la capital.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or10-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Está justo al lado de la estación de cercanías. Hay un aparcamiento muy amplio regulado por ORA. Habitaciones amplias, limpias e insonorizadas. Quizás la tele un poco pequeña. La wifi no es muy buena. Dispone de menú para comer y/o cenar a un precio económico.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or10-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hemos pasado un fin de semana en dos habitaciones. Teníamos incluido el desayuno y el parking pero sino, por el precio, habríamos desayunado fuera y aparcado el coche en el parking que hay frente al hotel. Las habitaciones son muy normales y no muy amplias.  Solicitamos habitaciones juntas y aunque nos hicieron caso y lo agradecemos no nos pusieron puerta con puerta sino separadas por varios metros. Creo que en recepción deberían conocer mejor el plano del hotel. Una de ellas tenía un olor bastante fuerte pero no nos cambiamos porque primero no había disponibilidad y al día siguiente no nos era posible a nosotros. Las camas de buen tamaño pero los colchones de muelles. Ninguna de las dos cajas fuertes funcionaba. Una tenía la pila gastada y la otra estaba desconectada. En ese…;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or15-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Yo que soy un cliente de negocios, necesito el wifi habitualmente y falla continuamente. El servicio muy eficiente y profesional, sobre todo agradecido con el recepcionista Alfonso por su amabilidad..;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or15-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hotel moderno y funcional. Camas king size, con buenos colchones. La insonorización con respecto al exterior buena, no se oye el tren que tiene la estación justo al lado.La insonorizacion interior mala, se oyen puertas y baños contiguos. Habitaciones limpias , caja de seguridad. Personal de recepción mejorable, tanto por eficiencia como por simpatia. He leído alguna crítica de desconfiguracion de llaves, pues bien, a nosotros también nos sucedió....debe ser recurrente ( se solucionó en un tiempo razonable, pero sin ninguna disculpa y con cierta soberbia por parte del recepcionista);https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or15-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hotel de cuatro estrellas situado cerca de la estación de cercanías de Tres Cantos, habitaciones cómodas, modernas y típicas del un hotel de 4 estrellas de trabajo. Mi cena  aparte de cara deja mucho que desear tanto en variedad a la hora de elegir los platos como en la calidad de los mismos. Recomendable el Brownie ;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or15-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Me alojé en este hotel por trabajo, en una estancia reservada por una agencia pública para los miembros de distintas comisiones que debían realizar su trabajo en Madrid. Tras registrarme en el hotel y recibir una tarjeta en la que indicaba que la reserva era en régimen de alojamiento y desayuno, a la mañana siguiente nos encontramos con un responsable del hotel que se encargaba de decirnos, uno a uno, que el desayuno (10 euros) no estaba incluido en la estancia. Por la tarde, al regresar de la jornada de trabajo, todos encontramos nuestras tarjetas deshabilitadas y la necesidad de pasar por recepción para volver a activarlas. En el momento de la salida, se nos obligó a pagar el importe de la estancia, algo absolutamente inusual, ya que debían haber facturado al organismo que…;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or15-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Un hotel muy cómodo y agradable, junto a la estación de tren, ideal para desplazarse para Madrid capital y su provincia. Personal muy educado y servicial. Volveremos a vernos en un futuro, ya que tenemos familia en Tres Cantos y será el enclave de descanso.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or20-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Se portaron muy bien con nosotros en cuanto a unos problemas burocráticos y de salud... Y lo menos que puedo hacer por ellos es darles la mejor puntuación y hablar bien. Además me gustó bastante el hotel.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or20-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;He estado en un viaje de trabajo y todo me ha parecido muy correcto, habitación grande, buena limpieza, el tamaño de la habitación también es amplio, si tuviese que volver a la zona para trabajar volvería sin duda.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or20-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;La habitación  muy bien y la cama enorme. Eso sí, se oía puertas y baños vecinos.  Ubicación y conexiones perfecto,  bus, tren y taxis en la misma puerta como quien dice.  El personal parece que perdió la simpatía, nada de nada!  Y el desayuno suerte que no lo contratamos,  probamos el  primer día,  malo y pobre.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or20-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;El hotel está limpio, las habitaciones son modernitas, la nuestra algo pequeña pero sin más problemas. El cuarto de baño amplio y limpio. Las camas son cómodas, eso sí las paredes son de papel, se escucha al vecino, aunque tengo que decir que en nuestra estancia estuvimos muy tranquilos.Dispone de un gran aparcamiento al lado que los fines de semana puedes aparcar sin problema. A 5 min. andando hay un centro comercial.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or20-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Hotel correcto para dormir y limpio, pero cena nefasta y cara, desayuno regular tirando a mal, recepcionista con pocas ganas de trabajar y atender a los clientes mala educación y ne se te ocurra preguntarle alguna cosa de información de la zona como donde hay un restaurante para cenar, porque ese no es su trabajo según el , deberían contratar gente con ganas de dar un buen servicio. La zona es buena para aparcar. ;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or25-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;El hotel está situado junto a la estación de cercanías y al lado de un supermercado, aunque algo alejado de la zona central. Las habitaciones y el baño no son grandes, pero la cama es cómoda y la limpieza excepcional. Además el hotel dispone de un pequeño gimnasio donde entrenar. Los recepcionistas son amables y el servicio del restaurante es muy bueno. El menú es muy variado y los precios bastante asequibles.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or25-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;El hotel esta bien. Un poco retirado de la zona con restaurantes y tiendas, pero bien si vienes por trabajo. Esta al.lado mismo de la estacion. El desayuno bastante variado. No hemos llegado a comer ni cenar pero tienen menu que no pinta mal.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or25-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Una buena experiencia,moderno,bien situado un muy buen trato a los clientes y un muy buen desayuno. Lo tendremos en cuenta para posteriores visitas. Esta bien situado, a un paso de la estación de cercanias;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or25-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Tengo que viajar con frecuencia a Tres Cantos por trabajo y siempre que puedo me alojo en este hotel. Las habitaciones amplias y muy cómodas, la Wifi va bastante bien y el desayuno muy bueno. Situado al lado de la estación, pero muy bien insonorizado y no se oye nada.;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or25-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;El Quo Fierro Tres Cantos está idealmente situado para el parque empresarial del norte de Madrid. Me alojé allí un par de veces, porque no te da una buena relación calidad-precio: las habitaciones bonitas y modernas, baño limpio y funcional con las comodidades básicas, grandes vidrieras y (no menos) suelo limpio gratuitas (no polvorientas o mal oliente alfombras aquí! ). Aunque Tres Cantos no es precisamente la más emocionante barrio de Madrid, acceso al corazón de la capital es fácil y conveniente (20 min, no hay problemas de aparcamiento ... ) porque el hotel está al lado de la estación de tren. por lo tanto, si viajas con un presupuesto limitado, puede incluso elegir este hotel para su próximo viaje a la ciudad de Madrid! Y no te olvides de parar en el supermercado' al lado…;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or135-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos;Este es un hotel excelente. El edificio y las habitaciones son modernas, limpias y luminosas. Está situado justo al lado de la estación Renfe (línea directa a Madrid central) y las paradas de autobús (el servicio directo a Madrid), a un paseo a pié de la PTM (Madrid central Park con mayor tecnología). Al lado del hotel hay un supermercado, cafeterías y restaurantes, un centro de fitness, una farmacia y preciosos jardines públicos. Sin embargo, a pesar esta ubicación, la habitación era grande, estaba lleno de luz y muy tranquilo.   Nuestra reserva era lo gestionó muy eficientemente y nos pareció que el precio por la habitación, incluyendo el desayuno, era muy razonable.   Nos hicieron sentir muy bienvenidos cuando llegamos y nuestra habitación estaba lista para ocupación a las…;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or135-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;Exe Tres Cantos; Un buen hotel de negocios a visitar Madrid. Las habitaciones están bien equipadas y se incluye Internet gratis. El desayuno de buffet es bueno. Viajo a Madrid en tren tarda unos 20 minutos para conectar con el metro de Madrid (Ministerios). nuevos Esto hace que tenga una buena y económica opción a Madrid. El personal es amable y habla inglés.     ;https://www.tripadvisor.es/Hotel_Review-g562662-d319668-Reviews-or135-Exe_Tres_Cantos-Tres_Cantos.html
tres cantos;UrbanA Tres Cantos;El hotel está ubicado cerca del centro de Tres Cantos, a 10 minutos andando del RENFE y del ayuntamiento. Esta muy limpio y todo está nuevo. El personal muy atento y amable. El desayuno variado y rico. ;https://www.tripadvisor.es/Hotel_Review-g562662-d20404555-Reviews-UrbanA_Tres_Cantos-Tres_Cantos.html
tres cantos;UrbanA Tres Cantos;Nos sentimos muy agusto La atención es muy familiar  La habitacion es cómoda, buena luz, temperatura adecuada, ya que tiene suelo radiante. En el desayuno, el trato recibido fue muy educado, amable, como si nos conociéramos de mucho tiempo;https://www.tripadvisor.es/Hotel_Review-g562662-d20404555-Reviews-UrbanA_Tres_Cantos-Tres_Cantos.html
tres cantos;UrbanA Tres Cantos;La entrada informatizada esta muy practica y funciona. La habitación y el baño están muy bien y muy limpios. El servicio de desayuno, en cuanto al personal, perfecto, aunque debería de variar en el menú, todos los días, nos presentan lo mismo Si vuelvo, sin duda que repito.;https://www.tripadvisor.es/Hotel_Review-g562662-d20404555-Reviews-UrbanA_Tres_Cantos-Tres_Cantos.html
tres cantos;UrbanA Tres Cantos;Me gustó mucho mi estancia en el hotel. La habitación es muy cómoda y cubre todas las necesidades. No hay ruidos aunque da a una avenida. Nos dieron una habitación preparada para personas con movilidad reducida.  Acceso a la cama, zona para colgar la ropa muy fácil.  El cuarto de baño tiene todos los accesorios para personas con movilidad reducida y tras nuestra sugerencia, van a mejorar el asiento de la ducha.   El desayuno continental  puede mejorar.    Debido a la situación producida por el Covid el restaurante no estaba abierto por lo que no podemos opinar sobre menus etc..  Voy a volver con certeza.;https://www.tripadvisor.es/Hotel_Review-g562662-d20404555-Reviews-UrbanA_Tres_Cantos-Tres_Cantos.html
tres cantos;UrbanA Tres Cantos;El hotel es pequeñito pero la habitación era muy amplia y cómoda, con una limpieza impecable. Además el personal fue muy simpático y atento en todo momento. El desayuno muy rico. Sin duda volvería repetir!;https://www.tripadvisor.es/Hotel_Review-g562662-d20404555-Reviews-UrbanA_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Lugar sencillo, pero muy agradable, las habitaciones limpias, cómodas y completas, la cama muy cómoda. El personal muy amable, en especial Fernanda (una genia). El desayuno muy bueno.  Volveré sin dudas Carolina;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;La estancia estuvo muy bien, no pusieron ningún problema por llevar a mi perra, el sitio muy limpio y el personal agradable. El hostal está muy cerca de restaurantes, parques... una buena ubicación, la estancia muy agradable;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Si buscas un hostal económico sin muchas pretensiones este es ideal. Las habitaciones reformadas y limpias (limpieza a diario si quieres). El desayuno austero, pero suficiente (queso y jamón York, zumo de naranja, café, infusión..., y ensaimadas, conchas y magdalenas). El domingo había porras!!! Encuentro la zona del desayuno un poco pequeña, solo tres mesas, pero tuvimos suerte los tres dias y solo coincidíamos dos mesas. Los colchones se hunden un poco. Hay nevera en las habitaciones y aire acondicionado. La wifi no llega con cobertura suficiente a las habitaciones del fondo. El persona muy amable, especialmente Kati, q limpiaba y atendía por las mañanas;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;El trato del personal muy cordial. Aire acondicionado en la habitación, limpieza excelente, camas bastante cómodas, pequeño frigorífico en la habitación (nos ha permitido tener agua fresca en plena ola de calor) y televisión plana. Además hay wifi y nos han dado de desayunar sin coste alguno. Muy aconsejable.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Llegamos al sitio y vimos que era muy barato y entonces lo cojemos. Gran error, la habitación malísima, el baño enano y casi no puedes entrar a el, la atención deja bastante que desear, y el desayuno es bastante pobre y cutre, aparte que el internet no funciona. A veces lo barato sale caro.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Hostal muy básico pero nada caro y te saca de un compromiso  Los baños , algunos se podrían mejorar así como algunos ruidos de al lado Comedor muy pequeño pero también es barato  Habitaciones limpias  y servicio atento;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or5-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Solo hemos estado mi pareja y yo una noche, y menos mal.de no ser así seguro que hubiéramos cancelado la reserva. Me he sentido engañada respecto a las fotos que tienen publicadas. Desde luego no se corresponde para nada con la habitación real. La habitación que nos han asignado era vieja, pequeña, un tanto siniestra. El armario roto, no había persiana (entra toda la luz). Las vistas interiores, con un pájaro muerto. La cama en principio parecía lo mejor de la habitación, hasta que te tumbas y compruebas que el colchón era incómodo y estaba hundido en el centro. El baño, terrorífico. Descubrimos una mosca muerta en el marco de la puerta. La bañera muy muy pequeña incluso para una persona, muy vieja, con mugre. desestimamos ducharnos de la tirria que nos dió. Eso sí el desayuno…;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or5-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;"me pusieron cuna con sábanas sin problema... El desayuno estaba incluido...Bimbo, bollería, kellogs, churros,embutido, café, leche, zumo... Tostadora y microondas... Totalmente en silencio, cama muy cómoda y TV de 32"" Caja fuerte Frigorífico en la habitación Gran armario con perchas y espejo Habitación interior eso sí Baño super grande con bañera hidromasaje pero solo funcionaba la ducha, secador de pelo...( No hay champú ni jabón, solo de manos) Aire acondicionado no funciona Quedamos muy contentos para 35€ la noche Nos quedamos en la habitación número 24 Unos amigos se quedaron en la 21 y su habitación era exterior, su baño tenía ducha, su habitación era muy pequeña y su aire acondicionado funciona correctamente...";https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or5-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Teníamos reserva para el fin de semana. Llamamos el viernes para avisar que llegaríamos tarde, nos dijeron que sin problema, que estaban las 24h, y así fue. Llegamos tarde y pudimos acceder sin problema, pero según llegamos para hacer el checking nos esperada un olor a porro, que intentaban disimular con un ambientador, lo que ya hace que la imagen y lo que te esperabas no fuera a mejorar.  La habitación estaba bien, el colchón era cómo y las almohadas también.  El tema de ruidos mal, tuvimos que desenchufar la nevera porque hacía demasiado ruido, pero el ruido en general muy mal, se escuchaba todo por los pasillos, gente con perros, se escuchaban las duchas, lo que hace que es descanso no fuera nada agradable.  El desayuno muy escaso, no tenía variedad, nos encontramos con unas…;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or5-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;No puede dormir en las dos noches que pase,toda noche escuchaban ruidos ventiladores o similar.El desayuno escaso, nada de variedad.Comedor ridiculo para poder hacerlo.No te cambian las toallas todos lo dias y tampoco hacen cama.Lo unico bueno es el colchon que era comodo.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or5-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Esw un hotel pequeño, pero muy agradable, muy limpio, atención muy esmerada, dispuestos a ayudar.El desayuno agradable, muy bien ubicado y buen precio. Habitaciones grandes y cómodas, excelente ubicación.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or10-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Tuvimos que pernoctar  porque teniamos vuelo muy tempreano desde barajas. Las habitaciones son bastante grandes y limpieza esmerada. Tiene desayuno incluido, y esta muy centrico con bastantes bares y restaurantes alrededor;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or10-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Yo he venido con mi marido a Madrid y solo necesitábamos dormir una noche. La verdad es que una pareja 35€ para mí es una ganga.  El hostal tiene una decoración fea, pero todo está SÚPER LIMPIO. Nos ha salvado del apuro y hemos pagado poquísimo. La sorpresa es que encima el destino está incluido y no lo esperábamos. Es muy sencillito, pero hemos desayunado con esperarnoslo. El personal es súper amable.  Nosotros volveremos ;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or10-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;El hostal es muy triste y encima te cobran 48€,carísimo,por ese precio he estado en hoteles mucho mejor La cama chirría, se oye mucho ruido de la calle y es imposible dormir a no ser que te guste mucho La Luz Las cortinas no tapan nada La Luz,os dejo una foto de las mismas;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or10-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Es un hostal pequeño y acogedor. Están reformando las habitaciones poco a poco, y aunque me tocó una de las viejas estuve estupendamente, la otra habitación que mi familia tuvo fue una reformada y nada que envidiar a las de un hotel. El desayuno normal pero el detalle de tener churros y porras fue maravilloso. El trato de todo el personal fue maravilloso.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or10-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Dormimos una noche allí, a precio de hotel, 48 euros, y desde luego que es el peor sitio donde he estado jamás. No había agua caliente, tampoco había calefacción y estaba todo el hostal helado. En la habitación había un aparto de aire acondicionado de frio y calor, que practicamente no daba calor. La habitación en general cutre, con sábanas de verano.. en fin un desastre. Me sorprende que haya opiniones tan buenas y diciendo que es magnífico, sobre todo por el tema de la calefacció y el agua caliente.  En fin, si el precio fuese menor sería comprensible pero por 48 euros me parece un robo a mano armada;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or15-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Calidad y precio perfecto. Buena atencion y servicio. Habitaciones confortables. Si volvemos a Tres Cantos repetiremos exactamente lo esperado. El desayuno incluido su cafelito, te o colacao con churros fue un extra  y que se agradece. Lo recomendamos;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or15-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Aunque no es lo que esperaba reconozco que fue mas comodo de lo que parecia, bien situado para moverse por la fase 2 de Tres cantos ademas de ser el mas economico de la ciudad. No esperes lujos y te solucionará unos dias.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or15-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Si quieres dormir y descansar no vayas al hostal Tres Cantos. La calefacción no funciona, las sábanas son de verano y no hay ni manta ni colcha encima de la cama. Al día siguiente resfriado. Para colmo la vecina de habitación era una prostituta con su cliente y he pasado la noche en vela. Ni protestando. Insonorización cero. No vale el dinero que pagas por el hostal.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or15-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Lo mejor es la ubicación. Muy buena relación calidad precio, de hecho es de lo más económico de Tres Cantos. Y además está bastante bien equipado, nevera, aire acondicionado, secador, y una cama muy confortable. El baño algo pequeño. Se puede aparcar en inmediaciones sin problemas.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or15-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;esta situado a 30 min en autobus a Madrid, en tres cantos, es un encantador hostal con pequeñas habitaciones pero muy bien comunicado hacia la salida a la autopista con un centro comercia carrefour y tiendas unas pocas calles mas arriba,  lo recomindo por calidad y precio ademas te regalan el desayuno con cada dia de alojamiento,;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or20-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Muy buena experiencia. Trato del personal inmejorable, habitaciones cómodas y con escaso ruido. Buena relación calidad-precio. Nos dieron toda la ayuda que pedimos. Está cerca de supermercados y a un paseo de la estación de cercanías. Buen sitio. Repetiremos.;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or20-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;* cama normal con sábanas y manta normales, bien para dormir. * baño muy pequeño con ducha, lavabo y taza difícil de usar para las personas altas porque las rodillas chocan con la pared. Hay jabón líquido de manos, no hay champú ni gel. Papel higiénico bueno. Varias toallas. * Aire acondicionado split barato de bricodepot, funciona bien pero hay que apagarlo para que no haga ruido para poder dormir. * Nevera míni de compresor de las que hacen ruido, está alta sin mueble y hay que desenchufarla para poder dormir. * mesa, silla, televisión,  papelera... * armario empotrado normal. * zona tranquila sin ruido, pero se oye cualquier vecino de habitación o cualquiera que pasa por el pasillo, aislamiento acústico nulo. Es la primera planta de un edificio residencial, se entra por la…;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or20-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Perfecto en todo los sentidos, el personal muy amable , muy profesionales y siempre dispuestos ayudarte y orientarte para  hacerte la estancia más amena..la habitacion muy limpia, y la cama ni hablar comodisima, no se oyen ruidos por lo cual descansas de verdad, incluyen  desayuno q esta bastante bien y cerca del hostal muchos restaurantes para elegir. Cuando encuentras sitios así te das cuenta que lo bueno y cómodo no siempre es lo más caro....así q volveré. Os lo recomiendo!!!!!!! ;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or20-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;Para mí lo más importante es el descanso, así que diré que los colchones son de calidad y muy cómodos. Al dar a un patio de luces la habitación, tampoco se escuchaba nada de ruido de la calle. El único ruido que molesta es el de los vecinos, la insonorización no es muy buena, y se oyen los pasos, las llaves y conversaciones. El personal es muy amable y te incluyen un modesto desayuno que hace el apaño. No había persianas, pero al ser luz de patio de luces tampoco es muy disturbador. Hay una nevera en la habitación muy útil. Ideal para pocos días, no para unas vacaciones, para hotelazos con vistas buscaros otra cosa, aquí se busca lo práctico, para descansar y poco más. ;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or20-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;La habitación,acogedora, con una pequeña nevera,muy útil. Las camas,cómodas.A pesar de algún desperfecto en el mármol, un lavabo amplio y limpio. Como detalle,  desayuno gratis con churros y porras exquisitas. Un desayuno correcto. El personal muy amable. La zona,extraordinaria, con todo tipo de establecimientos y muy bien comunicada. En definitiva, un lugar más que recomendable para aquellos que no esperen encontrarse en el Ritz con precios tan económicos ;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or25-Hostal_Tres_Cantos-Tres_Cantos.html
tres cantos;Hostal Tres Cantos;La habitación parecía la de un p...club, de verdad, de esas que se pagan por horas para echar un polvo ¡pero si hasta tenia un gran espejo en la cabecera de la cama!. La ventana da a un patio interior y no cierra. El decorado de dudoso gusto. El frigorífico colgado de la pared. Aparte de esto la habitación estaba limpia, se notaba que la habían limpiado a conciencia, cuenta con WIFI, TV aire acondicionado e incluye el desayuno y el personal trata de suplir las carencias (conscientes de ello) de esa habitación en concreto con un trato más que amable. Por supuesto tienen otras habitaciones que sí merecen la pena, así que evitad en lo posible las gangas si buscáis un mínimo de calidad;https://www.tripadvisor.es/Hotel_Review-g562662-d4437556-Reviews-or25-Hostal_Tres_Cantos-Tres_Cantos.html
